seed,variant,scorer,alpha,coverage_iou,exact_union_iou,set_f1_0_3,set_f1_0_5,mean_pred_count
13,learned,hgb,6.0,0.5119498202888093,0.5168324386140093,0.7548484848484849,0.5942424242424243,1.2363636363636363
42,learned,hgb,6.0,0.5321099933213327,0.5365590606189112,0.7816666666666666,0.6286363636363637,1.2454545454545454
2026,learned,hgb,6.0,0.5404988322823493,0.5432811443067177,0.7792424242424243,0.6125757575757577,1.2545454545454546
