seed,selected_variant,gate_best_epoch,train_gate_rows,val_gate_rows,val_base_coverage,val_gate_coverage,coverage_mean_iou,exact_union_iou,set_f1_0_3,set_f1_0_5,mean_pred_count,gold_mutation_independence
13,gate,3,617,78,0.5802875507323307,0.586305251391266,0.5411582858493921,0.5411835548868085,0.7886363636363637,0.6106060606060606,1.240909090909091,True
42,gate,4,617,78,0.5842773898834752,0.5875705311615603,0.5362405546870559,0.5359800869425534,0.7548484848484849,0.6313636363636363,1.2363636363636363,True
2026,gate,120,617,78,0.587533892256901,0.5926686057565835,0.5343796394381561,0.5346190764695128,0.7745454545454544,0.6025757575757575,1.2272727272727273,True
