protocol,method,n_seeds,seeds,mean_iou_mean,mean_iou_std,hit_0_3_mean,hit_0_3_std,hit_0_5_mean,hit_0_5_std,coverage_iou_mean,coverage_iou_std,exact_union_iou_mean,exact_union_iou_std,set_f1_0_3_mean,set_f1_0_3_std,set_f1_0_5_mean,set_f1_0_5_std,mean_pred_count_mean,mean_pred_count_std
888,raw_phrase_hash,3,13/42/2026,0.56081895600524,0.004922843873882459,0.8098159509202453,0.012269938650306789,0.6278118609406952,0.018742640879164944,,0.0,,0.0,,0.0,,0.0,1.0,0.0
888,sbert,3,13/42/2026,0.5608269581337013,0.006639367936875416,0.8077709611451942,0.012770957051939497,0.6278118609406952,0.023226619001228105,,0.0,,0.0,,0.0,,0.0,1.0,0.0
888,qwen,3,13/42/2026,0.5608074225646379,0.003957061157219698,0.8098159509202455,0.006134969325153339,0.6298568507157464,0.015439334223457534,,0.0,,0.0,,0.0,,0.0,1.0,0.0
888,deterministic_context,3,13/42/2026,0.5608560744966037,0.0048657860409137684,0.8098159509202455,0.006134969325153339,0.623721881390593,0.015439334223457534,,0.0,,0.0,,0.0,,0.0,1.0,0.0
1444,raw_phrase_hash,3,13/42/2026,,0.0,,0.0,,0.0,0.5368552067921493,0.008771444951942941,0.5387052267811923,0.00951831018039236,0.7826262626262627,0.010829182647672535,0.6227777777777778,0.02293257441031843,1.246969696969697,0.010497277621629499
1444,sbert,3,13/42/2026,,0.0,,0.0,,0.0,0.5358916966569369,0.006748946683275209,0.5372872114004031,0.006502763973379692,0.7824747474747475,0.009506091678610148,0.6175757575757576,0.0250632807923691,1.2575757575757576,0.014611592062110478
1444,qwen,3,13/42/2026,,0.0,,0.0,,0.0,0.5373343632113109,0.0046800464550826575,0.5380530740279211,0.0038693244028835993,0.779949494949495,0.008572776724330867,0.6256565656565657,0.02422647834150358,1.253030303030303,0.0233254610883949
1444,deterministic_context,3,13/42/2026,,0.0,,0.0,,0.0,0.5323256377279049,0.00698733188333934,0.5358184672828578,0.007236973826798928,0.7806060606060606,0.010606060606060619,0.6114141414141415,0.030924807847982662,1.2257575757575758,0.002624319405407439
